DB Version;Assembly Accession;Chromosome/Plasmid Name;Chromosome/Plasmid Xref;PGD Gene ID;Locus Tag;Feature Type;Start;End;Strand;Gene Name;Gene synonyns;Product Name;Product Name Confidence Class;Product Synonyms;RefSeq Accession;Length (nucleotides);Length (amino acids);Ortholog Group ID;ortholog_fragment?;Putative Inparalog Locus Tag;Putative Inparalog Name;Putative Inparalog Accession;Percent Identity;Alignment Length
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672639;PSPA7_4928;CDS;5080326;5080568;-;;;hypothetical protein;;;WP_003157275.1;243;81;POG003950;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672641;PSPA7_4929;CDS;5080568;5082868;-;feoB;;ferrous iron transport protein B;;;WP_012077158.1;2301;767;POG003951;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672643;PSPA7_4930;CDS;5082886;5083113;-;feoA;;ferrous iron transport protein A;;;WP_003157276.1;228;76;POG003952;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672645;PSPA7_4931;CDS;5083331;5084164;-;;;hypothetical protein;;;WP_012077159.1;834;278;POG003953;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672647;PSPA7_4932;CDS;5084455;5085444;-;;;putative oxidoreductase;;;WP_012077160.1;990;330;POG003954;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672649;PSPA7_4933;CDS;5085629;5086687;+;;;hypothetical protein;;;WP_012077161.1;1059;353;POG003955;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672651;PSPA7_4934;CDS;5086688;5087584;-;iciA;;chromosome replication initiation inhibitor protein;;;WP_012077162.1;897;299;POG003956;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672653;PSPA7_4935;CDS;5087686;5088087;+;;;hypothetical protein;;;WP_012077163.1;402;134;POG003957;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672655;PSPA7_4936;CDS;5088089;5088691;+;;;putative transporter;;;WP_003153861.1;603;201;POG003958;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672657;PSPA7_4937;CDS;5089037;5089618;+;sodB;;superoxide dismutase;;;WP_012077164.1;582;194;POG003959;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672659;PSPA7_4938;CDS;5089799;5091859;+;;;putative lipoprotein;;;WP_003156316.1;2061;687;POG003960;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672661;PSPA7_4939;CDS;5091941;5093368;+;;;hypothetical protein;;;YP_001350275.1;1428;476;POG003962;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672663;PSPA7_4940;CDS;5093530;5094951;+;;;hypothetical protein;;;WP_012077166.1;1422;474;POG003963;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672665;PSPA7_4941;CDS;5094961;5096025;+;;;putative lipoprotein;;;WP_012077167.1;1065;355;POG003964;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672667;PSPA7_4942;CDS;5096036;5097130;+;;;hypothetical protein;;;WP_012077168.1;1095;365;POG003965;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672669;PSPA7_4943;CDS;5097303;5098430;+;;;RND efflux membrane fusion protein;;;YP_001350279.1;1128;376;POG001501;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672671;PSPA7_4944;CDS;5098478;5101534;+;;;multidrug efflux protein;;;WP_003156307.1;3057;1019;POG001500;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672673;PSPA7_4945;CDS;5101671;5102867;+;pncB2;;nicotinate phosphoribosyltransferase;;;WP_003156305.1;1197;399;POG003966;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672679;PSPA7_4948;CDS;5104316;5104558;-;;;hypothetical protein;;;WP_012077171.1;243;81;POG003967;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672681;PSPA7_4949;CDS;5104555;5105259;-;inaA;;lipopolysaccharide kinase InaA;;;WP_012077172.1;705;235;POG003968;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672683;PSPA7_4950;CDS;5105262;5105945;-;;;hypothetical protein;;;WP_003156299.1;684;228;POG003969;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672685;PSPA7_4951;CDS;5106025;5107305;-;;;putative two-component sensor;;;WP_012077173.1;1281;427;POG003970;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672687;PSPA7_4952;CDS;5107295;5107978;-;;;putative two-component response regulator;;;WP_003156297.1;684;228;POG003971;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672689;PSPA7_4953;CDS;5108193;5108984;+;;;hypothetical protein;;;WP_003156296.1;792;264;POG003972;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672691;PSPA7_4954;CDS;5109117;5109500;-;;;camphor resistance protein CrcB;;;WP_003156293.1;384;128;POG003974;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672693;PSPA7_4955;CDS;5109730;5110416;+;;;hypothetical protein;;;WP_012077174.1;687;229;POG003975;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672695;PSPA7_4956;CDS;5110473;5112116;-;groEL;;chaperonin GroEL;;;WP_012077175.1;1644;548;POG003976;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672697;PSPA7_4957;CDS;5112167;5112460;-;groES;;co-chaperonin GroES;;;WP_003094064.1;294;98;POG003977;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672699;PSPA7_4958;CDS;5112654;5113121;-;fxsA;;FxsA protein;;;WP_012077176.1;468;156;POG003978;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672701;PSPA7_4959;CDS;5113190;5113924;-;;;hypothetical protein;;;WP_012077177.1;735;245;POG003979;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672703;PSPA7_4960;CDS;5114033;5114791;+;fabG;;3-ketoacyl-ACP reductase;;;WP_012077178.1;759;253;POG003017;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672705;PSPA7_4961;CDS;5114851;5115852;-;;;hypothetical protein;;;WP_003151338.1;1002;334;POG003980;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672707;PSPA7_4962;CDS;5115973;5116974;-;;;hypothetical protein;;;WP_012077179.1;1002;334;POG003981;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672709;PSPA7_4963;CDS;5116973;5117356;+;;;hypothetical protein;;;WP_012077180.1;384;128;POG003982;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672711;PSPA7_4964;CDS;5117399;5119183;+;;;putative permease;;;WP_003155663.1;1785;595;POG003983;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672713;PSPA7_4965;CDS;5119238;5120074;-;;;hypothetical protein;;;WP_003155665.1;837;279;POG003984;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672715;PSPA7_4966;CDS;5120306;5120785;-;;;putative nucleotide-binding protein;;;WP_003155666.1;480;160;POG003985;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672717;PSPA7_4967;CDS;5121021;5121986;+;;;putative two-component response regulator;;;WP_012077181.1;966;322;POG003986;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672719;PSPA7_4968;CDS;5122024;5122935;+;panE1;;2-dehydropantoate 2-reductase;;;WP_012077182.1;912;304;POG003987;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672721;PSPA7_4969;CDS;5122985;5125081;+;;;putative two-component sensor;;;WP_012077183.1;2097;699;POG003988;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672723;PSPA7_4970;CDS;5125086;5125664;+;;;hypothetical protein;;;WP_012077184.1;579;193;POG003989;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672725;PSPA7_4971;CDS;5125734;5126681;-;;;hypothetical protein;;;WP_012077185.1;948;316;POG003990;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672727;PSPA7_4972;CDS;5126738;5127367;-;;;glutathione S-transferase domain-containing protein;;;WP_003150384.1;630;210;POG003991;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672729;PSPA7_4973;CDS;5127476;5128693;-;argJ;;bifunctional ornithine acetyltransferase/N-acetylglutamate synthase;;;WP_012077186.1;1218;406;POG003992;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672731;PSPA7_4974;CDS;5128840;5131590;-;secA;;preprotein translocase subunit SecA;;;WP_012077187.1;2751;917;POG003993;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672733;PSPA7_4976;CDS;5131618;5131752;+;;;hypothetical protein;;;WP_012077188.1;135;45;POG024408;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672735;PSPA7_4975;CDS;5131724;5132647;-;;;hypothetical protein;;;WP_012077189.1;924;308;POG003994;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672737;PSPA7_4977;CDS;5132728;5133189;+;;;hypothetical protein;;;WP_003150389.1;462;154;POG003995;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672739;PSPA7_4978;CDS;5133250;5134161;-;lpxC;;UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase;;;WP_003150391.1;912;304;POG003996;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672741;PSPA7_4979;CDS;5134274;5135458;-;ftsZ;;cell division protein FtsZ;;;WP_003150393.1;1185;395;POG003997;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672743;PSPA7_4980;CDS;5135509;5136762;-;ftsA;;cell division protein FtsA;;;WP_003094115.1;1254;418;POG003998;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672745;PSPA7_4981;CDS;5136784;5137647;-;ftsQ;;cell division protein FtsQ;;;WP_012077190.1;864;288;POG003999;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672747;PSPA7_4982;CDS;5137651;5138610;-;ddl;;D-alanine--D-alanine ligase;;;WP_012077191.1;960;320;POG004000;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672749;PSPA7_4983;CDS;5138607;5140049;-;murC;;UDP-N-acetylmuramate--L-alanine ligase;;;WP_012077192.1;1443;481;POG004001;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672751;PSPA7_4984;CDS;5140042;5141115;-;murG;;undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase;;;WP_012077193.1;1074;358;POG004002;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672753;PSPA7_4985;CDS;5141105;5142304;-;ftsW;;cell division protein FtsW;;;WP_003094125.1;1200;400;POG004003;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672755;PSPA7_4986;CDS;5142304;5143650;-;murD;;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase;;;WP_003103104.1;1347;449;POG004004;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672757;PSPA7_4987;CDS;5143664;5144746;-;mraY;;phospho-N-acetylmuramoyl-pentapeptide- transferase;;;WP_003094129.1;1083;361;POG004005;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672759;PSPA7_4988;CDS;5144746;5146122;-;murF;;UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6- diaminopimelate--D-alanyl-D-alanine ligase;;;WP_012077194.1;1377;459;POG004006;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672761;PSPA7_4989;CDS;5146115;5147578;-;murE;;UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase;;;WP_012077195.1;1464;488;POG004007;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672763;PSPA7_4990;CDS;5147578;5149317;-;ftsI;;penicillin-binding protein 3;;;WP_012077196.1;1740;580;POG004008;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672765;PSPA7_4991;CDS;5149314;5149607;-;ftsL;;cell division protein FtsL;;;WP_003150404.1;294;98;POG004009;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672767;PSPA7_4992;CDS;5149604;5150545;-;mraW;;S-adenosyl-methyltransferase MraW;;;YP_001350328.1;942;314;POG004010;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672769;PSPA7_4993;CDS;5150548;5151039;-;;;cell division protein MraZ;;;YP_001350329.1;492;164;POG004011;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672771;PSPA7_4994;CDS;5151708;5152670;-;;;hypothetical protein;;;YP_001350330.1;963;321;POG004012;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672773;PSPA7_4995;CDS;5152683;5154497;+;;;putative lipoprotein;;;WP_012077200.1;1815;605;POG004013;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672775;PSPA7_4996;CDS;5154494;5154871;+;;;hypothetical protein;;;WP_003150412.1;378;126;POG004014;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672777;PSPA7_4997;CDS;5154900;5155493;+;gmhA;;phosphoheptose isomerase;;;WP_012077201.1;594;198;POG004015;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672779;PSPA7_4998;CDS;5155490;5156068;+;;;putative lipoprotein;;;WP_003150415.1;579;193;POG004016;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672781;PSPA7_4999;CDS;5156126;5156539;-;sspB;;ClpXP protease specificity-enhancing factor;;;YP_001350335.1;414;138;POG004017;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672783;PSPA7_5000;CDS;5156545;5157162;-;ss;;stringent starvation protein A;;;WP_003150418.1;618;206;POG004018;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672785;PSPA7_5001;CDS;5157247;5158029;-;;;putative cytochrome c1;;;WP_003150420.1;783;261;POG004019;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672787;PSPA7_5002;CDS;5158029;5159240;-;;;putative cytochrome b;;;WP_012077202.1;1212;404;POG004020;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672789;PSPA7_5003;CDS;5159240;5159833;-;petA;;ubiquinol-cytochrome c reductase iron-sulfur subunit;;;WP_003100631.1;594;198;POG004021;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672791;PSPA7_5004;CDS;5160084;5160476;-;rpsI;;30S ribosomal protein S9;;;WP_003150422.1;393;131;POG004022;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672793;PSPA7_5005;CDS;5160491;5160919;-;rplM;;50S ribosomal protein L13;;;WP_003150423.1;429;143;POG004023;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672795;PSPA7_5006;CDS;5161165;5162202;+;;;putative oxidoreductase;;;WP_012077203.1;1038;346;POG004024;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672799;PSPA7_5008;CDS;5163533;5164531;+;;;putative transcriptional regulator;;;WP_003150427.1;999;333;POG004025;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672801;PSPA7_5009;CDS;5164644;5165606;+;;;hypothetical protein;;;WP_003150429.1;963;321;POG004026;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672803;PSPA7_5010;CDS;5165671;5166765;-;;;hypothetical protein;;;WP_003150430.1;1095;365;POG004027;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672805;PSPA7_5011;CDS;5166858;5168204;-;trpS;;tryptophanyl-tRNA synthetase;;;WP_012077204.1;1347;449;POG004028;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672807;PSPA7_5012;CDS;5168272;5168901;-;;;hypothetical protein;;;WP_003150434.1;630;210;POG004029;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672809;PSPA7_5013;CDS;5169046;5169492;+;;;hypothetical protein;;;WP_003094304.1;447;149;POG004030;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672811;PSPA7_5014;CDS;5169567;5171465;-;cysN;;bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase;;;WP_012077205.1;1899;633;POG004031;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672813;PSPA7_5015;CDS;5171477;5172394;-;cysD;;sulfate adenylyltransferase subunit 2;;;WP_003094311.1;918;306;POG004032;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672815;PSPA7_5017;CDS;5172738;5173853;+;mltB1;;murein hydrolase B;;;WP_003150436.1;1116;372;POG004033;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672817;PSPA7_5016;CDS;5173828;5174586;-;;;hypothetical protein;;;WP_003150438.1;759;253;POG004034;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672819;PSPA7_5018;CDS;5174703;5175872;+;;;trypsin domain-containing protein;;;WP_012077206.1;1170;390;POG004035;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672821;PSPA7_5019;CDS;5175919;5176974;-;hisC1;;histidinol-phosphate aminotransferase;;;WP_012077207.1;1056;352;POG004036;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672823;PSPA7_5020;CDS;5176977;5178299;-;hisD;;histidinol dehydrogenase;;;WP_012077208.1;1323;441;POG004037;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672825;PSPA7_5021;CDS;5178426;5179061;-;hisG;;ATP phosphoribosyltransferase catalytic subunit;;;WP_012077209.1;636;212;POG004038;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672827;PSPA7_5022;CDS;5179078;5180343;-;murA;;UDP-N-acetylglucosamine 1-carboxyvinyltransferase;;;WP_003155078.1;1266;422;POG004039;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672829;PSPA7_5023;CDS;5180366;5180605;-;;;hypothetical protein;;;WP_003094334.1;240;80;POG004040;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672831;PSPA7_5024;CDS;5180722;5181030;-;;;hypothetical protein;;;WP_003155080.1;309;103;POG004041;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672833;PSPA7_5025;CDS;5181027;5181674;-;;;hypothetical protein;;;WP_003155083.1;648;216;POG004042;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672835;PSPA7_5026;CDS;5181686;5182159;-;;;hypothetical protein;;;WP_003094339.1;474;158;POG004043;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672837;PSPA7_5027;CDS;5182160;5182957;-;;;ABC transporter permease;;;WP_003155085.1;798;266;POG004044;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672839;PSPA7_5028;CDS;5182957;5183766;-;;;ABC transporter ATP-binding protein;;;WP_003094343.1;810;270;POG004045;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672841;PSPA7_5029;CDS;5184022;5184183;-;;;hypothetical protein;;;YP_001350365.1;162;54;POG024409;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672843;PSPA7_5030;CDS;5184182;5185156;+;;;hypothetical protein;;;WP_012077211.1;975;325;POG004046;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672845;PSPA7_5031;CDS;5185156;5185695;+;;;hypothetical protein;;;WP_012077212.1;540;180;POG004047;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672847;PSPA7_5032;CDS;5185704;5186276;+;;;hypothetical protein;;;WP_012077213.1;573;191;POG004048;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672849;PSPA7_5033;CDS;5186263;5186790;+;yhbN;;hypothetical protein;;;WP_012077214.1;528;176;POG004049;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672851;PSPA7_5034;CDS;5186790;5187515;+;;;ABC transporter ATP-binding protein;;;WP_012077215.1;726;242;POG004050;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672853;PSPA7_5035;CDS;5187742;5189235;+;rpoN;;RNA polymerase factor sigma-54;;;WP_003155095.1;1494;498;POG004051;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672855;PSPA7_5036;CDS;5189313;5189621;+;;;hypothetical protein;;;WP_003155096.1;309;103;POG004052;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672857;PSPA7_5037;CDS;5189635;5190099;+;;;nitrogen regulatory IIA protein;;;WP_003155098.1;465;155;POG004053;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672859;PSPA7_5038;CDS;5190101;5190961;+;;;hypothetical protein;;;WP_003155100.1;861;287;POG004054;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672861;PSPA7_5039;CDS;5190991;5191263;+;;;phosphocarrier protein HPr;;;WP_003155102.1;273;91;POG004055;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672863;PSPA7_5040;CDS;5191294;5192409;-;;;prophage CP-933T integrase;;;WP_012077216.1;1116;372;POG024410;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672865;PSPA7_5041;CDS;5192414;5192650;-;;;hypothetical protein;;;WP_012077217.1;237;79;POG024411;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672867;PSPA7_5042;CDS;5192745;5192975;+;;;hypothetical protein;;;WP_012077218.1;231;77;POG024412;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672873;PSPA7_5045;CDS;5196282;5196683;+;;;hypothetical protein;;;WP_012077220.1;402;134;POG024414;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672893;PSPA7_5055;CDS;5204037;5204774;+;;;putative terminase, endonuclease subunit;;;WP_012077221.1;738;246;POG024421;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672895;PSPA7_5056;CDS;5204872;5205333;+;;;phage head completion protein;;;WP_012077222.1;462;154;POG021659;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672897;PSPA7_5057;CDS;5205335;5205772;+;;;putative tail protein;;;WP_012077223.1;438;146;POG021658;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672899;PSPA7_5058;CDS;5205765;5206430;+;;;putative virion morphogenesis protein;;;WP_012077224.1;666;222;POG024422;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672925;PSPA7_5071;CDS;5213996;5215960;+;;;putative tail fiber protein;;;WP_012077225.1;1965;655;POG019605;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672931;PSPA7_5074;CDS;5217598;5218137;+;;;nucleoid DNA-binding protein;;;WP_012077226.1;540;180;POG018521;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672933;PSPA7_5075;CDS;5218137;5218829;+;;;hypothetical protein;;;YP_001350411.1;693;231;POG024426;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672935;PSPA7_5076;CDS;5218814;5219785;+;;;Gp5 domain-containing protein;;;WP_012077228.1;972;324;POG024427;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672937;PSPA7_5077;CDS;5219828;5220232;-;;;CopG family transcriptional regulator;;;WP_012077229.1;405;135;POG017645;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672939;PSPA7_5078;CDS;5220260;5220481;-;;;hypothetical protein;;;YP_001350414.1;222;74;POG021852;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672941;PSPA7_5079;CDS;5220849;5220998;+;;;hypothetical protein;;;YP_001350415.1;150;50;POG024428;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672943;PSPA7_5080;CDS;5220999;5221112;+;;;ISPsy11 transposase OrfA;;;YP_001350416.1;114;38;POG024429;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672945;PSPA7_5081;CDS;5221150;5222052;-;;;hypothetical protein;;;WP_003155104.1;903;301;POG004056;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672947;PSPA7_5082;CDS;5222119;5222733;-;;;superoxide dismutase;;;WP_012077233.1;615;205;POG004057;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672949;PSPA7_5083;CDS;5222746;5223195;-;;;hypothetical protein;;;WP_012077234.1;450;150;POG004058;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672951;PSPA7_5084;CDS;5223224;5224600;-;fumC;;fumarate hydratase;;;WP_012077235.1;1377;459;POG004059;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672953;PSPA7_5085;CDS;5224593;5224988;-;;;hypothetical protein;;;WP_003155111.1;396;132;POG004060;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672955;PSPA7_5086;CDS;5225139;5226488;-;pmbA;;putative modulator of DNA gyrase;;;WP_012077236.1;1350;450;POG004061;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672957;PSPA7_5087;CDS;5226587;5227111;+;;;hypothetical protein;;;WP_003156633.1;525;175;POG004062;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672959;PSPA7_5088;CDS;5227142;5228584;-;;;hypothetical protein;;;WP_012077237.1;1443;481;POG004063;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672961;PSPA7_5089;CDS;5228587;5229474;-;;;hypothetical protein;;;YP_001350425.1;888;296;POG004064;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672963;PSPA7_5090;CDS;5229485;5233312;-;;;hypothetical protein;;;WP_012077239.1;3828;1276;POG004065;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672965;PSPA7_5091;CDS;5233327;5234784;-;cafA;;cytoplasmic axial filament protein;;;WP_003156999.1;1458;486;POG004066;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672967;PSPA7_5092;CDS;5234818;5235423;-;maf1;;Maf-like protein;;;WP_012077240.1;606;202;POG004067;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672969;PSPA7_5093;CDS;5235510;5236004;-;mreD;;rod shape-determining protein MreD;;;WP_012077241.1;495;165;POG004068;0;;;;;
